Self-Reported Gross Floor Area (ft²),,,,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Water Use Intensity (All Water Sources) (gal/ft²),log_Water Use Intensity (All Water Sources) (gal/ft²),score
39244,,,,100.7,105.5,70.18,4.25106337,69
33000,,,,114.7,120.1,72.39,4.282068168,58
45046,,,,118.6,125.1,26.06,3.260401572,66
29300,,,,136.2,141.8,93.25,4.535284059,53
168600,,,,52.6,52.6,17.7,2.87356464,100
156446,,,,154.1,154.2,25.46,3.237108593,88
264081,,,,208.5,214.6,58.61,4.07090533,6
135884,,,,124.9,130.3,27.07,3.298426104,46
140720,,,,145.3,146.1,19.18,2.953868069,78
90971,,,,55.3,55.3,132.08,4.8834078,100
75630,,,,43.9,44.4,135.25,4.907124918,100
50748,,,,64.1,63.7,414.87,6.027965218,100
50040,,,,57.4,58,89.75,4.497028027,100
49700,,,,145.1,151.6,210.94,5.351573733,17
51719,,,,184.8,186.3,5.57,1.717395054,71
42413,,,,124.3,126.6,29.88,3.39718936,87
117158,,,,145.3,146.1,13.68,2.615934912,86
73886,,,,226,227.2,24.08,3.18138162,56
281862,,,,187.7,189.4,15.35,2.731115474,76
568606,,,,213.5,217.3,69.22,4.237289838,66
409556,,,,222.6,230.2,962.55,6.869586013,61
107595,,,,116.3,120.6,91.52,4.516557528,65
62692,,,,82.4,86.8,46.81,3.846096855,94
62154,,,,97.2,101.2,60.15,4.096841442,74
730615,,,,186.8,189.4,373.94,5.924095357,75
66374,,,,89,93.8,61.34,4.116432159,79
99258,,,,49.2,50,54.96,4.006605648,100
80860,,,,236.1,239.4,50.75,3.926911618,21
129575,,,,257.2,262.9,113.87,4.735057447,24
480000,,,,159.9,159.7,59.06,4.078553876,73
449291,,,,237.8,242.4,6.9,1.931521412,59
71680,,,,98.8,103.7,51.57,3.942940108,77
1217115,,,,269.2,274.8,25.37,3.233567374,41
478305,,,,164.2,166.2,85.99,4.45423101,50
45300,,,,148.4,148.1,24.72,3.207612633,80
44506,,,,304.4,305.6,100.03,4.605470141,22
107967,,,,126.4,131.4,2.45,0.896088025,94
107967,,,,126.4,131.4,2.45,0.896088025,94
84910,,,,63.9,67,21.13,3.050693832,99
250435,,,,213.8,211.8,10.86,2.385086315,65
472505,,,,244.2,251.7,51.05,3.932805545,48
109857,,,,147.8,146.1,19.27,2.958549482,90
396109,,,,193.5,198.3,9.22,2.221375038,70
111101,,,,297,308.6,166.14,5.112830806,50
186000,,,,239.4,241.6,66.41,4.195847648,2
147585,,,,380.4,385.3,1.05,0.048790164,9
119000,,,,213.6,215,21.1,3.04927304,68
769421,,,,167.9,167.3,8.7,2.163323026,84
373640,,,,164.3,165.8,45.41,3.815732345,87
66070,,,,432.1,439,10.3,2.332143895,6
110000,,,,291.4,293.7,68.48,4.226541732,41
55245,,,,261.1,264.7,25.11,3.223266173,42
777658,,,,163.6,163.9,13.85,2.628285233,88
73500,,,,56,56,36.04,3.584629433,100
2993388,,,,248.6,248.6,9.4,2.240709689,59
55458,,,,153.1,162.6,56.72,4.038126882,4
99723,,,,162.8,168.5,122.66,4.8094163,18
66000,,,,113.4,121.4,108.53,4.687026632,63
70863,,,,111.6,119.6,60.05,4.095177549,90
68803,,,,68.7,72.6,34.08,3.528710702,100
71536,,,,72.8,75.8,40.46,3.700313832,98
74826,,,,88.9,88.7,42.35,3.745968421,95
54520,,,,117.7,125.9,34.44,3.53921868,78
69900,,,,139.8,145.3,140.05,4.941999502,27
64800,,,,127.7,135.4,81.58,4.401584134,33
141020,,,,133.4,142.2,50.46,3.921180943,38
97850,,,,108.7,115.8,6.76,1.91102289,69
155347,,,,87.8,91.7,50.71,3.92612313,62
120768,,,,111.6,117.8,45.1,3.808882247,58
131103,,,,114.8,120.8,70.12,4.25020806,64
89554,,,,118.7,126.7,48.46,3.880738715,54
47773,,,,119.3,126,101.81,4.623108331,69
109695,,,,95.7,101.8,48.38,3.879086505,82
96408,,,,99.1,103.1,60.76,4.106931678,76
179304,,,,124.6,129,44.81,3.802431329,50
75705,,,,93.4,96.9,43.79,3.779405481,83
107519,,,,149.2,153.1,87.79,4.474947599,19
167846,,,,185.1,190.8,76.7,4.339901708,4
167846,,,,89.3,92.4,56.68,4.037421415,89
69010,,,,131.7,138.5,62.48,4.134846506,45
52530,,,,109.9,114.2,62.07,4.12826278,65
66538,,,,100.3,107.6,52.02,3.95162826,82
60381,,,,116,123.2,79.24,4.372481222,51
151239,,,,84.8,87.6,37.68,3.62912945,88
109624,,,,107.4,111,53.67,3.982854186,70
62664,,,,100,105.9,67.66,4.214495163,76
54644,,,,108.5,113.2,104.31,4.647367235,77
40479,,,,131,137.9,134.76,4.903495419,45
58560,,,,131.8,138.1,116.68,4.759435145,17
54115,,,,119.2,119.1,74.68,4.313212319,42
61650,,,,144.9,154.3,111.81,4.716801002,55
72245,,,,74.6,74.4,78.96,4.368941395,91
67330,,,,126.4,135.5,103.48,4.639378357,70
69285,,,,190.3,195.8,113.43,4.731185907,14
90971,,,,55.5,55,132.08,4.8834078,100
75630,,,,44,44.6,135.25,4.907124918,100
50748,,,,64.4,63.7,414.87,6.027965218,100
50040,,,,57.6,58,89.75,4.497028027,100
49700,,,,143.7,142.7,210.94,5.351573733,18
63000,,,,95.6,95.6,17.41,2.857044754,72
69960,,,,118.7,124.7,113.11,4.728360797,43
82632,,,,100.8,108.2,135.62,4.909856857,78
74890,,,,208.8,220.2,207.29,5.334118779,2
68202,,,,172.5,178,123.88,4.819313355,6
61310,,,,123.2,133.5,85.85,4.452601587,56
99101,,,,225.3,232.4,69.72,4.244487221,7
82913,,,,156.6,163.4,116.53,4.758148751,41
57800,,,,146.5,150.8,63.99,4.158726821,16
51450,,,,112.3,117.2,104.82,4.652244593,68
67320,,,,135.5,141.2,105.52,4.658900508,40
76525,,,,97.6,97.2,62.2,4.130355,76
55700,,,,143.6,151,51.37,3.939054344,38
56552,,,,171.6,177.5,90.17,4.501696778,9
79600,,,,123.8,129.3,153.83,5.035848097,38
67500,,,,90.9,97.7,70.82,4.260141447,80
78551,,,,132.7,139.9,51.97,3.950666629,32
69441,,,,144.1,152.3,47.41,3.858833177,21
82500,,,,98.5,104.8,27.96,3.330774917,65
312000,,,,94.9,100.3,31.02,3.434632158,71
80000,,,,101,107.1,23.08,3.138966442,65
60829,,,,105.9,111.4,36.83,3.60631273,66
96250,,,,77.3,81.3,26.69,3.284288963,89
50001,,,,226.5,235.3,93.79,4.541058241,1
124772,,,,102.4,108.8,42.51,3.749739342,71
193000,,,,210.1,214.2,10.45,2.346601978,78
96150,,,,17.3,18.3,4.31,1.460937904,99
110821,,,,36.9,37.6,0.93,-0.072570693,55
51200,,,,94.5,100.5,46.29,3.834925955,94
394913,,,,152.8,156.7,16.1,2.778819272,87
88837,,,,168.3,170.5,44.69,3.799749763,14
247643,,,,383.6,380.7,22.77,3.12544388,17
69919,,,,217.7,217.9,0,2.142,31
104802,,,,201.1,201.6,14.73,2.68988623,60
177749,,,,184.4,184.2,16.42,2.798500104,77
465541,,,,186.2,187.2,23.06,3.138099515,76
1897643,,,,236.8,238.4,24.76,3.209229448,75
519093,,,,191,192.1,11.66,2.456164181,71
51896,,,,122.5,127.1,89.64,4.495801649,74
53000,,,,137.1,140.8,98.19,4.586904377,42
69000,,,,120.1,125.7,0,2.142,69
53406,,,,108.2,113.3,70.22,4.251633171,74
73692,,,,131.9,136.1,119.77,4.785573237,49
77986,,,,123,128.9,0.52,-0.653926467,61
55000,,,,96,100.5,65.45,4.181286492,90
74580,,,,53.8,53.7,124.06,4.82076532,100
67114,,,,56.2,55.7,66.6,4.198704578,100
73724,,,,122.5,129.1,61.38,4.117084049,70
68501,,,,117.5,117.5,34.57,3.542986254,62
63535,,,,116.1,121.6,85.41,4.44746319,70
60000,,,,109.7,112.6,85.65,4.450269225,79
64614,,,,112.9,116.9,128.14,4.853123416,74
79284,,,,175.2,181.2,10.71,2.371177884,11
67724,,,,113.2,117.8,105.55,4.659184774,70
52758,,,,113,117.4,81.51,4.400725712,70
54532,,,,131.5,138.9,11.14,2.410542234,53
53744,,,,133.3,137,135.34,4.907790131,57
50000,,,,108.3,113.5,68.15,4.221711158,78
93400,,,,131.4,137.4,66.67,4.199755077,45
62548,,,,101.6,105.7,126.08,4.836916626,74
61620,,,,134.7,143.1,124.29,4.822617545,59
72646,,,,128.7,135.3,111.24,4.711690029,51
65000,,,,114.3,120.9,75.14,4.31935304,51
50934,,,,131.5,138.1,92.82,4.530662134,52
56250,,,,108.5,111.7,18.9,2.939161922,74
53750,,,,110.7,115.5,97.74,4.582310892,72
54900,,,,94.8,94.7,96.48,4.569335733,92
79000,,,,180.7,183.3,131.68,4.880374737,5
108549,,,,97.7,104.2,46.13,3.831463498,77
64165,,,,118,125.6,53.52,3.980055416,67
116873,,,,116.3,124.1,60.99,4.110709916,54
74169,,,,116.1,123.9,76.23,4.333755086,66
76670,,,,119,126.4,54.6,4.000033883,51
82053,,,,134.8,137,203.11,5.313747704,30
40500,,,,118.8,126.4,59.99,4.094177882,77
37492,,,,106.1,106.3,94.81,4.551874889,89
37032,,,,132.5,138.3,90.11,4.501031146,60
120900,,,,271.8,269.2,79.32,4.373490304,80
394913,,,,152.8,156.7,16.1,2.778819272,87
88837,,,,168.3,170.5,44.69,3.799749763,14
247643,,,,383.6,380.7,22.77,3.12544388,17
69919,,,,217.7,217.9,0,2.142,31
104802,,,,201.1,201.6,14.73,2.68988623,60
177749,,,,184.4,184.2,16.42,2.798500104,77
418000,,,,187.5,196.2,18.49,2.917230045,75
199400,,,,178.8,190.4,5.78,1.754403683,22
73639,,,,113.5,119.9,62.62,4.137084716,63
66755,,,,104.3,108.9,44.88,3.803992261,79
80154,,,,102,105.3,62.23,4.130837199,84
64198,,,,104.5,111.1,53.29,3.975748696,59
109913,,,,119.8,126,66.2,4.192680463,62
92937,,,,101.8,105.4,74.36,4.308918163,79
81303,,,,101.6,105.6,64.99,4.174233412,83
96691,,,,102.6,107.2,50.98,3.931433399,83
77623,,,,108.5,113.5,60.84,4.108247467,73
64800,,,,9.8,9.8,35.45,3.568123253,100
77000,,,,7.9,7.9,34.28,3.534562094,100
59400,,,,123.4,123.1,10.06,2.308567165,87
814025,,,,148.8,150.5,26.74,3.286160572,89
75458,,,,155.2,158.1,39.64,3.679838709,87
109488,,,,75.9,79.9,11.31,2.42568729,100
65000,,,,152.4,150.5,8.86,2.181546765,74
82997,,,,298,298.7,39.47,3.67554089,25
342429,,,,133.2,131.7,7.43,2.005525859,89
140000,,,,190.3,193.7,51.03,3.932413695,77
52698,,,,125.4,123.9,10.31,2.333114298,80
65600,,,,106.3,105.2,7.85,2.060513532,93
98435,,,,156.1,160.1,22.52,3.114403803,85
134600,,,,161.5,163.4,12.4,2.517696473,82
160686,,,,62,65,4.4,1.481604541,99
66115,,,,84.8,88.5,12.3,2.509599262,93
120000,,,,231.7,230.2,39.2,3.668676747,44
170500,,,,123.7,123.7,4.34,1.467874348,94
120000,,,,145.4,148.2,21.8,3.08190997,87
179131,,,,169.3,172.3,24.17,3.185112195,74
94331,,,,123,122.1,10.23,2.32532458,93
125000,,,,117.7,116.9,9.59,2.260720889,94
46000,,,,139.9,150,63.68,4.153870542,31
51800,,,,133.9,134.4,18.18,2.900322089,83
66073,,,,126,130.6,9.25,2.224623552,88
99100,,,,147.1,154.4,0.15,-1.897119985,94
110200,,,,140.1,145.6,10.03,2.305580602,94
95490,,,,98.9,101.9,8.73,2.16676537,99
25000,,,,276.5,277.4,117.22,4.764052511,10
56000,,,,125.6,132.2,86.51,4.460260014,68
35000,,,,124.2,131.3,136.83,4.918739279,69
70360,,,,400.8,402.7,119.14,4.780299272,15
54500,,,,76.3,78.4,3.84,1.345472367,98
177375,,,,98.1,103.5,42.69,3.753964701,91
135300,,,,95.3,102.7,35.94,3.581850881,81
356687,,,,147.3,150.6,36.11,3.586569835,19
356686,,,,113.5,113.5,41.01,3.713815939,60
448483,,,,65.1,68.5,33.32,3.506157817,97
399300,,,,125,129.5,38,3.63758616,32
201960,,,,139.8,151.1,70.34,4.253340627,32
170104,,,,134.3,140.5,53.61,3.981735618,46
219388,,,,102.4,106.2,49.81,3.908215767,65
85615,,,,121.4,130.3,27.85,3.326832966,73
538384,,,,98.8,102.1,35.48,3.568969157,64
134200,,,,131.1,138.9,57.56,4.052827882,42
72191,,,,89.7,94.5,48.64,3.884446238,85
64819,,,,104.9,111.7,46.44,3.838161157,77
78639,,,,115.9,120.6,72.64,4.285515734,77
308109,,,,122.4,129.3,89.04,4.489085707,55
64460,,,,95.5,100.4,47.71,3.86514102,89
165000,,,,79,83.6,21.63,3.07408124,91
376976,,,,134,141.8,72.3,4.280824129,37
191840,,,,81.5,85.9,152.15,5.024866876,96
306708,,,,123.1,130.3,77.88,4.355169181,69
305089,,,,119.5,125.8,77.33,4.348081979,60
298527,,,,124.9,131.6,55.79,4.021594642,40
258500,,,,102.6,110.8,61.66,4.121635422,68
167717,,,,109,112.5,75.72,4.327042326,63
80300,,,,103.5,109.3,33.05,3.498021566,78
392700,,,,59.6,65.8,41.52,3.726175239,100
80190,,,,95,100.4,26.09,3.261552099,84
94384,,,,87.4,92,52.24,3.955848485,92
88310,,,,96.7,104.4,30.94,3.432049845,85
125722,,,,99.5,104,56.32,4.031049712,92
245520,,,,107.8,111.6,48.59,3.883417748,69
81730,,,,93.9,94.7,68.27,4.223470431,84
92813,,,,125.4,128.9,22.75,3.124565145,28
120000,,,,105.7,109.9,56.67,4.03724497,75
131283,,,,102.9,107.4,63.88,4.157006323,88
171325,,,,97.1,101.7,36.58,3.599501643,85
435435,,,,95.2,98.5,37.02,3.611458307,83
408089,,,,116.7,123.3,85.58,4.449451611,51
100000,,,,112.5,111.1,69.7,4.244200318,70
115654,,,,50.7,54.8,25.63,3.24376354,100
96000,,,,137.7,142.5,102.4,4.628886713,56
66000,,,,130,134.5,39.02,3.664074335,59
89000,,,,197.8,199.7,2.84,1.043804052,14
33393,,,,117.3,121.5,76.25,4.334017415,43
177516,,,,107.2,110,67.86,4.217446759,65
237464,,,,111.9,117.9,57.78,4.056642695,59
73566,,,,98.7,102.1,26.99,3.295466427,68
175000,,,,106.7,110.9,62.53,4.135646442,70
395000,,,,101.3,107.9,44.64,3.798630318,91
115000,,,,168.3,176,54.18,3.992311837,11
129000,,,,163.8,171.7,56.22,4.029272565,16
129000,,,,168.3,173.7,49.04,3.892636292,20
84422,,,,99.6,101.9,38.25,3.64414356,81
378410,,,,133.1,140.1,58.2,4.063885355,42
445968,,,,141.1,143.6,34.76,3.5484673,43
188879,,,,79.8,81.6,26.31,3.269949095,86
162000,,,,63.7,66.5,19.67,2.979094632,99
140000,,,,177.1,185.8,88.12,4.478699522,6
43323,,,,143.6,154.4,34.63,3.544720358,36
335131,,,,108.9,116.9,49.23,3.896503194,72
210000,,,,199.8,199.7,51.02,3.932217713,3
135000,,,,75,83.1,47.72,3.865350597,97
62195,,,,102,110.5,65.6,4.183575696,90
773925,,,,183.5,193.2,67.47,4.211683055,9
47430,,,,165.6,177.7,42.68,3.753730426,25
405000,,,,105.8,112.9,45.19,3.810875823,75
34790,,,,117.7,123.4,43.82,3.780090334,69
40740,,,,110.1,118,33.6,3.514526067,74
455940,,,,111.2,118.9,60.53,4.10313911,68
766440,,,,151.4,158.1,72.31,4.280962432,31
49088,,,,104.6,106.2,33.04,3.497718949,68
40530,,,,155.5,162.2,110.73,4.707094806,28
60528,,,,118.4,124.3,84.16,4.432719749,58
67100,,,,101.7,106.9,71.62,4.271374365,85
151244,,,,113,118.8,20.48,3.0194488,67
72600,,,,124.1,129.4,85.89,4.453067408,55
73000,,,,109.9,115.6,65.74,4.185707568,68
46968,,,,140.2,146.9,44.8,3.802208139,52
31949,,,,120,125,8.79,2.173614712,81
46424,,,,84.8,88.9,109.19,4.693089484,100
44736,,,,150.5,150.3,110.4,4.704110134,47
47313,,,,141.8,151.1,108.66,4.688223741,51
34410,,,,128.8,134.7,76.73,4.340292766,67
48925,,,,120.6,126,116.42,4.757204342,71
188821,,,,82.1,86.5,32.5,3.481240089,86
64725,,,,109.5,112.5,24.55,3.200711854,96
88692,,,,90.3,92.7,45.1,3.808882247,82
102468,,,,111.4,116.1,40.51,3.701548857,68
66858,,,,105.7,117.9,34,3.526360525,79
69960,,,,89,98.8,27.29,3.306520335,91
67000,,,,111.1,111,76.42,4.336244442,69
33041,,,,109.8,109.4,48.99,3.891616196,61
28113,,,,94.8,94.4,29.91,3.398192873,96
45277,,,,155.7,159.2,58.42,4.067658297,25
166431,,,,200.4,207.2,55.47,4.015842334,10
97399,,,,212.2,219.3,54.88,4.005148983,4
71709,,,,116.6,121.5,30.94,3.432049845,62
69100,,,,102,108.2,36.54,3.598407551,77
66271,,,,139.8,147.4,29.66,3.389799337,33
118944,,,,23.7,23.7,0.83,-0.186329578,87
214110,,,,213.9,216,9.67,2.269028309,59
50000,,,,132.5,132.2,39.58,3.67832394,56
50000,,,,132.5,132.2,39.58,3.67832394,56
50000,,,,132.5,132.2,39.58,3.67832394,56
102824,,,,90.8,92.9,0.47,-0.755022584,99
89776,,,,111.4,117.4,65.67,4.1846422,50
114151,,,,100,104.8,46.87,3.847377812,65
396607,,,,208.4,213,37.1,3.61361697,61
72756,,,,116.1,122.8,41.17,3.717709836,73
1283579,,,,137.3,139.9,7.35,1.994700313,93
33350,,,,69.3,68.4,164.5,5.10291057,100
51750,,,,99.4,100.3,8.24,2.109000344,95
55176,,,,114.3,120.4,11.82,2.469793012,60
95964,,,,97.6,100.4,63.54,4.151669629,67
66532,,,,134.5,134.5,11.71,2.460443178,72
65479,,,,92.7,96.5,27.88,3.327909586,85
75452,,,,99.3,99.3,23.11,3.140265424,77
51876,,,,131.9,140.6,62.47,4.134686442,69
72756,,,,116.1,122.8,41.17,3.717709836,73
89582,,,,195.9,200.4,17.01,2.833801406,64
153821,,,,99.8,100,30.39,3.414113607,95
152439,,,,102.4,103.8,14.93,2.703372612,95
79050,,,,219.8,222,170.59,5.139263017,49
74890,,,,208.6,220.1,207.29,5.334118779,1
55302,,,,117.5,123.4,107.62,4.678606504,76
50250,,,,163.1,167.6,90.11,4.501031146,7
28753,,,,168.5,177.7,67.97,4.219066431,5
36000,,,,134,137.8,70.21,4.251490751,18
43326,,,,133.5,133.8,83.03,4.419201988,42
29346,,,,155.6,169.9,139.26,4.93634269,16
49566,,,,175.5,183.9,113.65,4.73312355,27
29710,,,,175.9,185.4,42.05,3.738859386,10
27340,,,,223.1,224.3,226.03,5.420667734,8
97387,,,,73.4,78.4,0.94,-0.061875404,98
238000,,,,261.9,261.8,76.38,4.335720882,48
856000,,,,213.5,214.8,19.19,2.95438931,76
106583,,,,40,41.7,0.21,-1.560647748,79
206801,,,,214.7,220.6,60.95,4.110053856,18
273771,,,,126.8,126.8,60.18,4.097340071,31
89229,,,,98.8,103.6,53,3.970291914,69
220000,,,,83.5,87.7,20.42,3.016514813,99
55917,,,,105.4,114.8,66.38,4.195395806,51
94835,,,,109.9,109.9,32.51,3.481547734,56
67987,,,,122.5,129.5,46.57,3.840956557,40
391124,,,,258.2,261.6,60.93,4.109725664,21
34465,,,,94.4,98.4,47.97,3.870575816,88
36524,,,,115.9,119.9,66.8,4.201703081,32
78182,,,,43.3,44.2,0,2.142,64
54703,,,,46.9,48.5,0.22,-1.514127733,48
81966,,,,85,87.7,1.49,0.39877612,3
68300,,,,27.8,28.7,0.92,-0.083381609,52
56384,,,,90.3,95,0.78,-0.248461359,16
54185,,,,43.7,43.9,0.9,-0.105360516,31
62800,,,,35.8,36.4,0.38,-0.967584026,68
60117,,,,54.3,55.6,14.8,2.694627181,38
51463,,,,57.1,60.1,0.43,-0.84397007,50
72119,,,,60.4,61.5,1.03,0.029558802,40
97929,,,,53.7,55.9,0.8,-0.223143551,65
71172,,,,47.3,49.7,0.77,-0.261364764,66
160534,,,,26.8,27.2,1.18,0.165514438,92
90000,,,,35.8,36.5,0.62,-0.478035801,94
212100,,,,41,44.1,0.83,-0.186329578,61
57441,,,,42.2,44.1,6.39,1.854734268,87
410000,,,,21.3,21.3,1.52,0.418710335,99
203096,,,,170.2,173.2,22.64,3.119718253,80
199086,,,,124.2,128.4,4.87,1.583093937,88
161519,,,,142.9,142.9,7.39,2.000127735,86
136974,,,,162.3,164.9,22,3.091042453,78
102562,,,,109.6,110.1,5.01,1.611435915,92
384610,,,,211.3,212.6,22.12,3.096482177,85
308313,,,,125.7,126.3,18.21,2.901970894,89
102562,,,,109.6,110.1,5.01,1.611435915,92
465150,,,,150.3,154.4,15.88,2.765060456,86
461731,,,,178.5,182,26.17,3.264613717,85
92640,,,,92,96.7,49.05,3.892840186,80
140628,,,,75.4,81,51.55,3.94255221,95
418000,,,,187.5,196.2,18.49,2.917230045,75
388669,,,,175.3,184.2,12.03,2.48740353,85
29171,,,,120.1,129.5,1.42,0.350656872,41
48653,,,,103.2,109.9,104.25,4.646791861,40
168103,,,,132.8,135.4,12.22,2.503073954,88
105477,,,,118.1,119.9,29.46,3.383033411,84
250461,,,,98.3,102.3,41.43,3.724005256,77
63270,,,,139.8,137.9,25.12,3.223664342,84
117900,,,,259.6,259.8,87.63,4.473123405,59
82530,,,,101,100.9,23.06,3.138099515,66
617356,,,,172.1,174.9,0.2,-1.609437912,79
296966,,,,294.1,295,37.59,3.626738058,77
145372,,,,214.8,220.1,32.54,3.482470102,71
54635,,,,152.9,160.3,86.86,4.464297627,26
55780,,,,170.9,178.3,92.56,4.527857083,19
1184834,,,,178.7,178.6,17.32,2.851861903,81
1059041,,,,203.7,205.7,17.35,2.853592506,74
1704049,,,,199.9,201.5,18.18,2.900322089,72
1682940,,,,215.6,215.6,11.34,2.428336298,67
283715,,,,201.3,207,13.53,2.604909442,77
1234704,,,,150.9,151.9,9,2.197224577,92
360869,,,,237.1,237.1,17.44,2.858766418,70
979894,,,,158.5,159.1,13.6,2.610069793,82
93600,,,,123,126.7,106.27,4.665983025,34
548030,,,,128.4,127.6,14.05,2.642622396,90
335108,,,,189.5,195.7,36.42,3.595118074,72
186824,,,,220.5,224.7,25.51,3.239070532,63
180000,,,,215.3,219,106.26,4.665888921,63
180000,,,,118.2,119.9,75.14,4.31935304,93
307418,,,,154.9,158.2,27.06,3.298056623,83
191829,,,,267.2,273.4,84.1,4.432006567,41
146640,,,,91.3,95.5,24.37,3.193352868,87
77000,,,,141.7,146.6,36.36,3.593469269,42
56375,,,,142.7,148.5,47.19,3.854182006,34
121000,,,,122.8,129.1,46.35,3.836221292,43
51552,,,,133.7,141.1,27.64,3.319263999,28
135846,,,,81.1,85.1,24.94,3.21647294,98
51000,,,,135.2,141.7,41.75,3.731699451,41
66600,,,,32.9,36.9,16.91,2.827905163,82
1319496,,,,248.7,250.3,29.45,3.38269391,69
904373,,,,149.3,149,15,2.708050201,89
2052075,,,,217.4,217.4,21.21,3.054472769,70
350110,,,,212.2,215.4,43.77,3.778948651,66
1041308,,,,259.4,262.1,19.44,2.967332799,62
502581,,,,251.9,252.6,38.38,3.647536491,67
175366,,,,182.7,185,7.35,1.994700313,77
720000,,,,123.9,123.9,9.02,2.199444334,95
568710,,,,206.2,208.1,16.92,2.828496354,76
221000,,,,91.4,93.9,17.82,2.880321422,98
497908,,,,156.3,156.4,12.88,2.555675721,89
818674,,,,182.1,181.9,15.92,2.76757618,84
889875,,,,167.5,169.1,14.94,2.70404218,83
238748,,,,182.8,184.6,16.27,2.789322921,80
932602,,,,263.5,264.1,21.08,3.048324724,64
294638,,,,193.7,196.6,16.05,2.77570885,89
1323061,,,,171.9,173.2,17.28,2.849549763,86
354247,,,,139.1,143.1,13.25,2.583997552,92
675270,,,,231.9,231.9,21.48,3.06712227,72
333340,,,,156,170.7,9.13,2.211565695,87
163139,,,,289.7,291.8,57.98,4.060098123,76
651015,,,,198.9,201.5,27.86,3.327191968,76
1234245,,,,164.2,168.6,8.09,2.090628731,88
319981,,,,202.3,203.8,57.77,4.05646961,73
463896,,,,196.1,196.2,28.83,3.361416512,75
995213,,,,153.2,153.8,16.51,2.803966258,91
210070,,,,237.8,238.7,0,2.142,83
65452,,,,309.6,313.1,19.42,2.966303463,16
106941,,,,194,196.9,15.98,2.77133794,73
2348153,,,,195.8,198.4,19.86,2.988707659,85
221000,,,,91.4,93.9,17.82,2.880321422,98
887690,,,,185.9,187.8,19.88,2.989714201,80
852840,,,,176.4,179.2,13.98,2.637627737,87
602144,,,,211.6,213.3,19.83,2.987195943,68
377064,,,,144,146.1,17.8,2.879198457,90
71613,,,,138.1,140.9,4.01,1.388791241,63
300000,,,,142.6,146,22.6,3.117949906,89
1200000,,,,261.9,261.9,16.57,2.807593831,51
87172,,,,144.9,145.6,22.74,3.124125488,62
1060000,,,,110,113.8,4.88,1.58514522,97
26250,,,,24.5,24.7,31.38,3.446170747,100
63648,,,,97.1,101.9,102.34,4.628300603,84
81649,,,,92.1,96.6,132.75,4.88846766,89
103611,,,,116.3,120.5,73.98,4.303794786,68
95921,,,,94.2,98.3,68.2,4.222444565,80
86875,,,,90.6,95.9,39.83,3.684620397,79
68934,,,,267.4,271.7,67.52,4.21242385,28
95000,,,,108,110.1,5.78,1.754403683,85
79200,,,,75.2,77.9,10.35,2.33698652,97
75000,,,,132.2,135.7,24.63,3.203965212,45
89868,,,,140.9,146.6,62.69,4.138201945,20
71100,,,,106.2,106.4,56.38,4.032114486,62
73700,,,,113.1,115.1,70.75,4.259152537,52
58418,,,,155.1,159.2,38.46,3.64961874,77
177618,,,,47.5,49.6,25.86,3.252697373,100
181568,,,,141.1,143,7.8,2.054123734,89
53592,,,,164.8,168.8,19.85,2.988204007,72
76400,,,,221.6,229,66.01,4.189806246,2
65850,,,,134.9,144.9,56.97,4.042524813,55
86576,,,,95.1,99.8,62.02,4.127456914,93
62841,,,,176.4,183.9,72.77,4.287303782,12
57340,,,,116.2,121.7,50.73,3.926517452,59
57340,,,,174.6,181,80.73,4.391110253,24
63224,,,,112.6,121.3,36.17,3.588230046,54
51832,,,,135.9,142.7,79.64,4.377516479,47
55200,,,,103.2,108.2,61.78,4.123579687,79
105200,,,,114.5,118,53.62,3.981922133,71
65602,,,,103.1,107.1,63.89,4.157162855,72
106000,,,,96.5,101.3,40.44,3.699819394,83
59148,,,,140.3,148.8,85.72,4.451086171,34
67936,,,,168.8,172.2,59.23,4.08142817,16
71710,,,,130.1,138,72.86,4.288539792,56
98904,,,,95.8,101.8,23.26,3.146735147,74
124710,,,,64.4,70.3,61.17,4.113656873,100
63744,,,,121.2,128.6,28.89,3.363495514,60
61050,,,,139.5,146.3,45.82,3.824720677,48
87120,,,,106.3,110.8,65.82,4.186923744,74
160936,,,,93,96.9,79.59,4.376888457,92
127416,,,,150,159.1,42.45,3.748326913,40
54084,,,,127.5,135.1,74.66,4.312944473,43
51070,,,,155.7,163.4,111.89,4.717516246,47
58008,,,,128.1,135.7,54.69,4.001680877,56
